"Entrez_ID","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro","HGNC Symbol"
818,9130,7124,8005,7475,7575,7390,"CAMK2G"
5328,57838,33328,44081,43454,40846,41463,"PLAU"
414236,301,206,219,244,201,211,"C10orf55"
7414,130628,109647,115245,108893,109255,109152,"VCL"
26985,21340,17013,17854,16299,15964,16590,"AP3M1"
132,13665,10720,10488,10041,9677,10226,"ADK"
102723439,25,23,24,22,21,38,NA
23522,6464,5744,6206,5740,5857,5680,"KAT6B"
338599,0,0,0,0,2,0,"DUSP29"
51207,5,2,6,3,6,6,"DUSP13"
142891,13470,11863,12075,11154,10862,11278,"SAMD8"
7417,15180,11787,11664,10941,10884,11510,"VDAC2"
118881,1410,1043,871,944,987,914,"COMTD1"
84858,3007,2074,2512,2313,2236,2164,"ZNF503"
253264,7,3,6,5,4,5,"ZNF503-AS1"
100131213,281,213,251,230,250,208,"ZNF503-AS2"
101929234,29,13,33,28,33,15,NA
83938,1156,861,878,829,798,840,"LRMDA"
693191,0,0,0,0,0,0,"MIR606"
3778,3957,3037,3268,2943,2980,2996,"KCNMA1"
101929328,3,0,0,0,1,0,"KCNMA1-AS1"
101929310,1,0,0,0,0,0,"KCNMA1-AS2"
101929286,1,0,0,1,0,0,NA
9231,3,1,0,5,2,0,"DLG5"
100128292,0,0,0,0,0,0,NA
11128,10275,8506,9626,8848,8913,8841,"POLR3A"
6229,78125,57607,60671,56278,54115,56000,"RPS24"
100132987,0,0,0,0,0,0,"LINC00595"
100132987,0,0,0,0,0,0,"LINC00856"
414243,2,1,0,1,0,2,"LINC00595"
414243,2,1,0,1,0,2,"LINC00856"
283050,180,120,197,159,165,126,NA
57178,5523,3909,5140,4540,4257,4550,"ZMIZ1"
10105,32596,23875,24830,23265,22921,23375,"PPIF"
219654,6649,5377,5807,5270,5319,5635,"ZCCHC24"
143244,3734,2825,2733,2614,2605,2754,"EIF5AL1"
729238,4,4,9,3,5,6,"SFTPA2"
653509,1,0,0,2,1,0,"SFTPA1"
650623,683,559,695,511,647,588,NA
101060691,986,680,810,637,684,718,"NUTM2B-AS1"
729262,38,18,37,35,21,21,"NUTM2B"
642361,215,174,151,164,159,173,""
100288974,3,8,7,17,10,4,NA
8512,17,8,21,15,13,7,"MBL1P"
6441,4,2,3,2,1,6,"SFTPD"
219347,154,93,121,121,110,115,NA
80195,3792,2964,3066,2797,2706,2738,"TMEM254"
219348,9,5,4,6,7,3,"PLAC9"
311,21393,16338,16646,15821,16216,15801,"ANXA11"
439990,944,715,796,771,770,738,"LINC00857"
4143,345,278,333,276,296,234,"MAT1A"
143241,0,0,0,0,1,0,"DYDC1"
84332,12,12,15,20,15,15,"DYDC2"
84293,8122,6364,6022,6159,6220,5992,"PRXL2A"
81619,18722,16465,14954,14369,15135,14686,"TSPAN14"
101929574,6,8,3,5,6,10,NA
102723703,61,46,57,48,48,41,NA
387694,11,3,7,7,2,2,"SH2D4B"
10718,4,2,3,0,1,2,"NRG3"
101929590,0,0,0,0,0,0,NA
27069,58144,45363,45207,42073,41419,44383,"GHITM"
387695,2,0,1,2,1,1,"GPR15LG"
92211,2474,2316,2474,2333,2624,1913,"CDHR1"
340745,8,4,7,6,8,12,"LRIT2"
26103,0,0,0,1,0,0,"LRIT1"
5995,0,0,0,0,1,0,"RGR"
170425,0,0,0,1,0,0,"LINC00858"
54462,24255,19278,20420,19640,18950,19795,"CCSER2"
105378578,0,0,0,0,0,0,NA
101929624,0,0,0,0,0,0,"LINC01519"
101929646,0,0,0,0,0,0,"LINC02647"
101929662,0,0,0,0,0,0,""
101929684,0,0,0,0,0,0,"LINC01520"
100507470,0,0,2,0,1,1,"GRID1-AS1"
2894,47,25,23,25,39,41,"GRID1"
442911,0,0,0,0,0,0,"MIR346"
23063,25441,21812,22112,20074,19799,21226,"WAPL"
94233,22,22,18,22,25,10,"OPN4"
11155,161,150,153,158,149,151,"LDB3"
657,7716,6662,6601,6368,5969,6385,"BMPR1A"
79812,307,235,289,239,282,209,"MMRN2"
6623,291,232,212,221,242,235,"SNCG"
10974,84,88,113,83,92,71,"ADIRF"
119385,62,41,50,57,31,33,NA
643161,2,3,6,2,2,2,"FAM25A"
2746,24489,19493,19068,18432,18378,18748,"GLUD1"
54537,7639,6414,6313,5847,5714,6016,"SHLD2"
728118,58,49,55,39,45,51,"NUTM2A"
728190,1178,990,836,738,824,823,"NUTM2A-AS1"
439994,162,105,121,130,78,103,"LINC00863"
728130,67,52,48,53,53,50,"NUTM2D"
728218,0,0,1,0,0,0,NA
9562,11290,8629,9256,8551,8238,8673,"MINPP1"
100616296,0,0,0,0,0,0,"MIR4678"
9060,12506,9535,10164,9364,9328,9595,"PAPSS2"
84896,15720,12241,12989,11924,11521,12356,"ATAD1"
142913,71,43,48,60,49,66,""
100144748,342,262,280,256,278,226,"KLLN"
5728,16200,12895,13701,12623,12038,12886,"PTEN"
55328,1998,1576,1525,1488,1545,1485,"RNLS"
142910,225,144,165,160,151,149,"LIPJ"
8513,0,0,0,1,1,0,"LIPF"
643414,1,0,0,2,0,0,"LIPK"
643418,0,2,1,1,1,0,"LIPN"
340654,0,0,1,0,0,1,"LIPM"
118932,0,0,2,1,1,2,"ANKRD22"
57559,3522,2447,2851,2622,2391,2594,"STAMBPL1"
100132116,5,12,20,11,9,9,NA
59,1454,1051,1073,1050,1128,1054,"ACTA2"
355,7512,6281,6258,5831,5491,5964,"FAS"
100302740,27,25,28,28,31,32,NA
100616192,0,0,0,0,0,0,"MIR4679-2"
100616128,0,0,0,0,0,0,"MIR4679-1"
9023,93,44,66,52,64,50,"CH25H"
3988,33493,26311,26362,25322,24990,26002,"LIPA"
3433,43806,34317,36576,34474,31094,35242,"IFIT2"
3437,69958,56211,56474,55727,50444,55948,"IFIT3"
439996,43,35,32,21,28,35,"IFIT1B"
3434,103728,80115,83250,80778,71922,80072,"IFIT1"
24138,20482,16937,16608,16078,14679,16184,"IFIT5"
387700,160,386,146,111,147,127,"SLC16A12"
101926906,1,0,1,1,1,1,NA
53354,3273,2498,2654,2564,2432,2503,"PANK1"
406901,0,0,0,0,0,0,"MIR107"
283011,93,58,82,59,70,66,NA
9585,28214,24701,25814,23289,22623,24382,"KIF20B"
105378423,213,145,225,167,182,158,NA
643529,13,15,20,8,11,19,"LINC00865"
101926924,0,0,0,0,0,0,"LINC01375"
101926942,0,0,1,0,0,0,"LINC02653"
3363,355,267,256,258,231,224,"HTR7"
10556,10896,8173,8964,8080,8091,8375,"RPP30"
27063,13958,16401,10662,10389,11356,10852,"ANKRD1"
100874184,0,0,0,0,0,0,NA
119369,25,25,39,21,26,36,NA
84333,18806,17493,16613,15759,15263,16157,"PCGF5"
100188947,10,8,5,3,4,8,NA
143279,6851,6265,6355,5731,5613,5509,"HECTD2"
5507,5502,3481,4427,4158,3995,4144,"PPP1R3C"
100507633,135,89,96,83,99,108,"TNKS2-DT"
80351,29283,25054,26670,24696,23833,24821,"TNKS2"
143282,1096,785,856,838,842,772,"FGFBP3"
9044,16716,14012,18067,15437,15642,14272,"BTAF1"
22849,1534,1157,1296,1272,1217,1160,"CPEB3"
54708,14920,11839,11891,11177,10813,11468,"MARCHF5"
100507674,26,21,24,16,11,28,NA
3416,22171,18351,19779,18181,17611,18195,"IDE"
3832,48905,41188,42596,38833,38165,40710,"KIF11"
3087,3143,2112,2524,2298,2304,2312,"HHEX"
54536,7685,6204,6433,6000,5740,6058,"EXOC6"
340665,0,0,3,0,0,2,"CYP26C1"
1592,15,4,6,5,7,6,"CYP26A1"
26509,81878,68952,76159,70102,70399,69549,"MYOF"
55165,39629,32066,31304,29330,28534,30778,"CEP55"
338557,130,92,101,77,96,88,"FFAR4"
5950,41,32,45,49,33,30,"RBP4"
5146,21,6,29,14,22,20,"PDE6C"
118924,5666,4110,4682,4176,3989,4116,"FRA10AC1"
9211,1,1,1,2,0,0,"LGI1"
159371,2317,1683,1854,1740,1649,1647,"SLC35G1"
266971,821,676,713,625,673,676,NA
51196,2954,2715,2754,2627,2748,2610,"PLCE1"
101927049,0,1,0,2,1,3,"PLCE1-AS2"
100128054,18,21,25,23,22,22,NA
64318,17962,14423,14697,13693,13195,14275,"NOC3L"
23232,7083,6919,6025,5696,5682,5780,"TBC1D12"
3070,17632,13539,14227,13090,12544,13299,"HELLS"
1562,23,12,17,12,14,13,"CYP2C18"
1557,3,3,6,1,4,4,"CYP2C19"
1559,11,4,6,5,6,7,"CYP2C9"
1558,3,3,8,7,5,2,"CYP2C8"
142827,9,2,5,10,6,2,"ACSM6"
9124,23776,19324,18860,17614,17783,18062,"PDLIM1"
10580,2483,2036,2247,2044,1977,2073,"SORBS1"
5832,24594,19121,20585,19098,19629,19460,"ALDH18A1"
26123,10026,7777,8269,7472,7512,7726,"TCTN3"
953,7916,6108,6938,6246,6207,6498,"ENTPD1"
728558,56,39,26,43,39,31,"ENTPD1-AS1"
100127889,73,59,58,55,58,59,NA
387707,31,15,27,18,14,25,"CC2D2B"
54619,6360,5141,5122,4747,4458,4846,"CCNJ"
100422892,0,0,0,0,0,2,"MIR3157"
9849,9682,8384,9304,8362,8157,8527,"ZNF518A"
29760,30,9,17,13,15,26,"BLNK"
1791,0,0,0,0,1,0,"DNTT"
93377,1,2,1,0,2,1,"OPALIN"
7093,2287,1527,1883,1765,1812,1731,"TLL2"
56889,82863,66067,66135,61848,58118,63183,"TM9SF3"
118788,2834,2594,2332,2197,2286,2383,"PIK3AP1"
728658,1847,1257,1345,1253,1304,1413,"RPL13AP5"
693192,0,0,0,0,0,0,"MIR607"
102723665,81,44,69,59,55,60,NA
84458,9520,9266,9495,8574,8454,8989,"LCOR"
26148,3097,2902,3032,2754,2800,2945,NA
6585,47,30,42,22,30,35,"SLIT1"
100505540,0,0,0,0,0,0,"SLIT1-AS1"
100533184,0,0,1,1,0,0,NA
84986,8166,6520,6946,6237,6314,6387,"ARHGAP19"
10023,747,648,635,608,640,621,"FRAT1"
23401,2767,2164,2160,2071,2127,2110,"FRAT2"
23223,9942,7763,9245,8572,8946,8289,"RRP12"
644215,48,36,51,35,48,50,NA
5223,21743,16422,16885,15818,16424,16487,"PGAM1"
51013,5102,3740,4046,3731,3807,3846,"EXOSC1"
84287,9586,6962,7669,7027,7120,6965,"ZDHHC16"
64210,11516,9151,9801,9146,9503,8845,"MMS19"
80019,3759,2710,2691,2649,2674,2610,"UBTD1"
26287,41,45,34,28,37,43,"ANKRD2"
112817,224,230,194,202,202,156,"HOGA1"
414157,1,2,4,1,5,0,"C10orf62"
118812,1923,1370,1487,1463,1437,1350,"MORN4"
55361,15999,12629,13632,12935,12780,12451,"PI4K2A"
60370,5704,3735,4576,3986,4084,4001,"AVPI1"
83742,17103,13017,13761,12619,13383,12741,"MARVELD1"
118813,4819,3594,4343,3810,4148,3744,"ZFYVE27"
6425,2,9,1,2,1,1,"SFRP5"
100505561,0,1,1,0,1,0,"GOLGA7B-DT"
401647,358,237,305,266,262,230,"GOLGA7B"
55118,1,2,3,2,2,1,"CRTAC1"
27291,7112,5757,6053,5510,5455,5696,"R3HCC1L"
84171,1431,1142,1229,1221,1226,1129,"LOXL4"
84795,1111,854,1277,1004,1089,834,"PYROXD2"
100302133,1,0,0,0,0,0,"MIR1287"
3257,9421,7275,7896,7181,7746,7308,"HPS1"
100616482,1,5,5,4,2,3,"MIR4685"
101927278,22,15,15,12,14,10,"HPS1-AS1"
60495,1,2,0,0,2,1,"HPSE2"
102465253,0,0,0,0,0,0,"MIR6507"
26507,608,511,582,503,521,486,"CNNM1"
2805,13147,10075,10835,10071,10043,9932,"GOT1"
101927324,0,0,3,0,0,3,"LINC01475"
159296,2,2,3,1,2,3,"NKX2-3"
81894,6004,4764,5606,5110,5145,4478,"SLC25A28"
57089,9915,7652,8575,7856,7729,8205,"ENTPD7"
1355,11786,9167,9868,9229,9504,8979,"COX15"
51076,3385,2512,2601,2496,2383,2456,"CUTC"
1244,618,390,547,478,469,462,"ABCC2"
23268,10138,7669,9119,8414,8197,8345,"DNMBP"
100188954,2,1,4,3,0,2,NA
1369,0,0,0,0,0,0,"CPN1"
10613,23970,19460,19792,18355,18354,19174,"ERLIN1"
1147,13721,11093,11750,10746,10047,10822,"CHUK"
55280,8022,6021,6189,5853,6020,6126,"CWF19L1"
677800,7,3,8,6,2,2,"SNORA12"
282991,13412,10460,10485,9782,9604,10354,"BLOC1S2"
9033,5,6,7,8,10,7,"PKD2L1"
6319,508217,397658,421767,415278,416146,404485,"SCD"
90271,2306,1690,1832,1742,1769,1717,"OLMALINC"
7479,9,6,15,13,16,11,"WNT8B"
25956,1294,911,1772,1320,1521,930,"SEC31B"
4714,13683,10006,10481,9483,10357,10198,"NDUFB8"
55662,14910,12032,13419,12104,11964,12137,"HIF1AN"
5076,8,7,7,7,10,6,"PAX2"
55719,31222,27471,29345,25993,25776,27001,"SLF2"
57715,1177,871,1117,1020,1087,831,"SEMA4G"
693193,0,0,0,0,0,0,"MIR608"
84545,7960,6005,6024,5591,6193,5916,"MRPL43"
56652,6555,4972,5377,5096,5126,5144,"TWNK"
84445,10763,8055,8668,7956,9001,8208,"LZTS2"
79955,227,190,263,208,252,219,"PDZD7"
81855,7734,6154,6787,6219,6367,5878,"SFXN3"
81621,1710,1353,1473,1392,1442,1388,"KAZALD1"
100038246,0,0,1,0,0,5,"TLX1NB"
3195,20,16,19,16,14,15,"TLX1"
101927396,0,0,0,0,0,0,"LINC01514"
10660,0,0,1,0,0,0,"LBX1"
399806,3,2,2,2,6,5,NA
101927419,0,0,0,0,0,0,"LINC02681"
8945,8113,6388,7165,6425,6457,6710,"BTRC"
27343,3591,2766,3249,2940,3160,2722,"POLL"
25911,1974,1506,1508,1407,1484,1555,"DPCD"
100422900,0,0,0,0,0,0,"MIR3158-1"
100423033,0,0,0,0,0,0,"MIR3158-2"
6468,3933,2973,3088,3093,3024,2964,"FBXW4"
2253,4,5,13,13,10,3,"FGF8"
10360,4729,3391,3386,3350,3491,3584,"NPM3"
10724,31959,27373,30378,26986,27062,27015,"OGA"
100289509,29,20,27,18,19,23,NA
30819,151,94,197,158,167,101,"KCNIP2"
79591,9414,7346,8145,7499,7644,7493,"ARMH3"
79803,5010,3740,3770,3580,3711,3720,"HPS6"
8861,11738,8874,10759,9823,10363,8646,"LDB1"
23082,11225,9020,10451,9212,9702,8927,"PPRC1"
9221,45088,34942,37164,34837,35310,36314,"NOLC1"
83401,107,74,67,71,49,64,"ELOVL3"
5309,4,4,6,9,4,5,"PITX3"
8729,23638,20423,25310,22185,22876,20500,"GBF1"
4791,10390,7365,9344,8481,8588,8079,"NFKB2"
5662,45,21,26,28,37,22,"PSD"
79176,1802,1166,1254,1227,1238,1125,"FBXL15"
79004,7103,5242,5368,5067,5102,5126,"CUEDC2"
574447,0,0,0,0,0,0,"MIR146B"
100505761,1373,925,1075,1143,1109,922,"C10orf95-AS1"
79946,17,18,25,16,22,6,"C10orf95"
79847,1590,1070,1348,1250,1314,1171,"MFSD13A"
10121,20900,16706,17337,16023,16268,16249,"ACTR1A"
51684,3896,3024,3596,3163,3330,3219,"SUFU"
81603,16208,11105,12370,12052,11673,11470,"TRIM8"
403,8153,6007,5986,5937,5905,6132,"ARL3"
118980,3879,2951,3332,2942,3163,2946,"SFXN2"
54838,10149,9380,8315,7796,8565,8420,"WBP1L"
1586,15,11,10,15,10,13,"CYP17A1"
102724307,9,7,7,7,8,7,"WBP1L"
100528007,0,0,0,0,0,0,NA
119032,3791,2851,2830,2766,2494,2738,"BORCS7"
57412,5,2,2,0,5,1,"AS3MT"
54805,2296,1778,1964,1887,1825,1726,"CNNM2"
22978,26759,21423,22375,20859,20520,20683,"NT5C2"
729020,306,198,212,216,233,215,"RPEL1"
9118,1,1,0,0,0,1,"INA"
84108,5677,4461,4335,4054,3927,4114,"PCGF6"
6877,4727,3507,3733,3435,3491,3447,"TAF5"
84833,12788,9394,9197,8859,8503,8844,"ATP5MK"
100302174,0,0,0,0,0,0,"MIR1307"
22984,16171,13483,15302,14431,14580,13795,"PDCD11"
51063,121,80,97,88,75,109,"CALHM2"
255022,6,9,3,2,2,2,"CALHM1"
119395,3,4,4,2,2,7,"CALHM3"
102724341,1,1,0,0,0,1,"NEURL1-AS1"
9148,218,145,158,165,166,159,"NEURL1"
9644,13101,11180,12378,11533,12107,11016,"SH3PXD2A"
100505839,4,8,12,5,9,7,"SH3PXD2A-AS1"
79991,3168,2512,2520,2387,2449,2530,"STN1"
9748,28776,25385,24884,22836,22458,24338,"SLK"
1308,466,346,388,352,343,361,"COL17A1"
100126326,0,0,0,0,0,0,"MIR936"
119392,2187,1598,1648,1550,1504,1538,"SFR1"
80217,47,19,48,41,45,38,"CFAP43"
693194,0,0,0,0,0,0,"MIR609"
9446,17741,13181,12903,12317,12461,13101,"GSTO1"
100616323,7,3,4,7,3,2,"MIR4482"
119391,1993,1580,1622,1552,1610,1616,"GSTO2"
85450,6897,5523,5878,5649,5669,5648,"ITPRIP"
101927472,5,2,6,3,1,3,NA
159686,221,138,185,153,171,151,"CFAP58"
100505869,4,4,5,3,5,2,"CFAP58-DT"
101927523,0,0,0,0,0,0,"LINC02620"
22986,5,3,7,1,2,1,"SORCS3"
100505890,0,0,0,0,0,0,"SORCS3-AS1"
101927549,3,6,4,6,0,1,NA
114815,2,1,3,4,3,0,"SORCS1"
103695365,6,0,3,1,1,1,"LINC01435"
7511,14463,11467,12018,11247,11150,11223,"XPNPEP1"
100505933,30,23,21,16,31,24,"ADD3-AS1"
120,17355,14262,14680,13888,13714,13910,"ADD3"
105378479,1,0,0,1,1,0,NA
4601,3862,3085,3315,2938,2965,3058,"MXI1"
10285,14326,11512,11773,10751,10488,11205,"SMNDC1"
1847,3535,3054,2627,2611,2647,2697,"DUSP5"
9126,38035,32097,32335,30146,29169,31630,"SMC3"
282996,159,172,173,145,159,141,"RBM20"
282997,978,679,808,714,777,685,NA
27250,17580,14189,14308,13430,13456,14162,"PDCD4"
100616113,0,0,0,0,0,0,"MIR4680"
92482,1697,1318,1396,1216,1236,1255,"BBIP1"
8036,13168,10917,10923,10225,10093,10554,"SHOC2"
644511,16,12,2,7,7,14,"RPL13AP6"
100313921,1,0,0,2,2,1,"MIR548E"
150,47,30,32,38,47,40,"ADRA2A"
57678,8739,7957,7596,7123,7108,7148,"GPAM"
6975,1,0,1,1,1,0,"TECTB"
102466189,0,0,0,0,0,0,"MIR6715A"
102465427,0,0,0,0,0,0,"MIR6715B"
390003,1,2,0,0,0,0,NA
51703,1191,970,967,900,843,870,"ACSL5"
64429,15105,12010,12658,11644,11516,11605,"ZDHHC6"
143187,6039,5122,5559,5020,5160,5181,"VTI1A"
100422909,0,0,0,0,0,0,"MIR4295"
103344931,0,0,0,0,0,0,""
6934,5388,4272,5024,4623,4845,4319,"TCF7L2"
3026,2,6,5,6,7,2,"HABP2"
4892,4,5,1,4,3,3,"NRAP"
840,16366,12804,12994,12497,12119,12692,"CASP7"
79949,2220,2101,1937,1927,2041,1720,"PLEKHS1"
100616162,0,2,2,0,1,1,"MIR4483"
9937,9423,7543,7910,7190,7253,7600,"DCLRE1A"
374354,9237,8293,9206,8345,8267,8333,"NHLRC2"
153,93,80,100,70,83,80,"ADRB1"
55088,11075,9638,10185,9484,9276,10111,"CCDC186"
100302224,0,0,0,0,0,0,"MIR2110"
56165,3,0,0,0,1,0,"TDRD1"
340706,108,91,98,97,112,82,"VWA2"
84632,8788,6569,7163,6796,7126,6946,"AFAP1L2"
3983,12901,11174,11466,10979,11104,11155,"ABLIM1"
101927692,0,0,0,0,0,0,""
57700,10920,9318,9940,9495,8985,8779,"FHIP2A"
142940,11480,9046,9498,8915,8669,9100,"TRUB1"
102724589,1,2,0,3,1,2,"LINC02626"
26033,1145,842,879,855,785,851,"ATRNL1"
2674,38200,28663,31656,29773,29907,30553,"GFRA1"
374355,2,4,0,2,4,3,"CCDC172"
119548,5,1,2,3,0,3,"PNLIPRP3"
5406,1,3,0,0,1,0,"PNLIP"
5407,0,0,0,0,0,0,"PNLIPRP1"
5408,5,4,2,2,1,2,"PNLIPRP2"
143379,1,0,2,1,0,0,"C10orf82"
259217,2353,1897,2295,1872,1925,1934,"HSPA12A"
387712,120,76,128,95,129,77,"ENO4"
57698,8858,6975,9084,7790,7814,7004,"SHTN1"
11023,4,2,13,5,5,5,"VAX1"
101927704,0,0,0,0,0,0,"MIR3663HG"
100500893,0,0,0,0,0,0,"MIR3663"
338567,0,0,0,0,0,0,"KCNK18"
6571,1845,1425,1443,1361,1261,1383,"SLC18A2"
118987,13724,12299,12192,11037,10851,11647,"PDZD8"
196047,2,1,1,0,1,0,"EMX2OS"
2018,0,0,0,0,0,1,"EMX2"
22841,7744,6787,7154,6570,6283,6587,"RAB11FIP2"
255082,169,117,126,132,140,117,"CASC2"
63877,8001,6152,6434,5850,5884,6265,"FAM204A"
100506126,3,6,6,3,5,7,"LINC00867"
2834,0,0,0,0,0,0,"PRLHR"
143384,11993,9864,10027,9347,9301,9902,"CACUL1"
340719,985,790,778,706,674,652,"NANOS1"
8661,60183,52485,52383,49222,47822,51592,"EIF3A"
641451,1,0,2,1,0,0,"SNORA19"
404636,2838,2485,2370,2178,2139,2286,"DENND10"
119559,2509,1891,1886,1855,1862,1769,"SFXN4"
10935,36464,27747,27871,26075,25461,27037,"PRDX3"
105378579,3,8,9,6,3,8,NA
2869,846,610,684,589,600,626,"GRK5"
100616398,0,0,0,0,0,0,"MIR4681"
105378510,24,32,31,28,21,34,NA
6001,3906,2907,2913,2700,2732,2879,"RGS10"
7073,18395,13597,15345,13987,13597,13487,"TIAL1"
9531,9245,8050,7615,7088,7244,6937,"BAG3"
22876,3593,3584,3192,2911,2932,3159,"INPP5F"
79892,24037,19050,18890,17479,17509,18523,"MCMBP"
11196,12888,10187,10908,9961,10217,10095,"SEC23IP"
100616322,0,0,1,0,0,0,"MIR4682"
196051,1601,1362,1146,1167,1171,1133,"PLPP4"
404216,45,36,50,54,40,39,"LINC01561"
283089,3,10,4,9,6,6,"WDR11-DT"
55717,10559,8704,9678,8891,8913,8637,"WDR11"
2263,3587,3333,2913,2681,3083,2859,"FGFR2"
11101,7028,5856,5990,5644,5486,5767,"ATE1"
100130887,29,19,29,22,21,26,"ATE1OSP"
54780,5880,4287,4831,4415,4369,4236,"NSMCE4A"
10579,3180,3865,2750,2823,2889,2684,"TACC2"
118663,3,11,4,9,14,9,"BTBD16"
59338,9431,8007,8144,7616,7626,7405,"PLEKHA1"
100500866,1,0,0,0,0,0,"MIR3941"
387715,2,0,4,6,1,1,"ARMS2"
5654,2308,1740,1893,1836,1756,1830,"HTRA1"
1755,795,872,748,725,771,743,"DMBT1"
399814,0,0,0,0,0,0,"C10orf120"
375940,0,0,1,0,0,0,"DMBT1L1"
50624,0,0,0,0,0,0,"CUZD1"
100533195,0,1,0,0,0,0,NA
196792,519,371,430,364,402,412,"FAM24B"
399815,580,390,561,449,445,418,NA
118670,0,0,0,0,1,1,"FAM24A"
80007,2282,1747,2052,1738,1648,1787,"C10orf88"
118672,909,646,731,586,655,651,"PSTK"
64376,3583,2849,3127,2922,2848,2874,"IKZF5"
36,2720,2338,2394,2178,2200,2287,"ACADSB"
340784,0,0,0,0,0,0,"HMX3"
3167,0,1,0,0,0,0,"HMX2"
9184,31382,23901,25345,23702,23208,23428,"BUB3"
2849,0,0,0,0,0,0,"GPR26"
119587,0,1,1,0,2,0,"CPXM2"
51363,3770,3012,3214,2982,3017,3045,"CHST15"
4942,18836,14778,14787,14183,13824,14430,"OAT"
390010,0,0,0,0,0,0,"NKX1-2"
64077,1493,1112,1225,1111,1131,1084,"LHPP"
9679,3078,2523,2531,2451,2616,2570,"FAM53B"
101927944,1,1,0,0,0,2,NA
399818,4777,3767,3732,3406,3405,3565,"EEF1AKMT2"
23172,5731,4452,4570,4225,4148,4445,"ABRAXAS2"
54764,10116,8493,8477,7792,7730,8128,"ZRANB1"
1488,12299,9973,9803,9518,9748,9643,"CTBP2"
100423041,0,0,0,0,0,0,"MIR4296"
100169752,0,0,1,0,0,0,"TEX36-AS1"
387718,62,49,51,59,67,55,"TEX36"
283038,28,21,21,16,20,17,""
399821,18,10,29,14,16,10,"EDRF1-DT"
26098,7016,5607,6439,5860,5922,5856,"EDRF1"
101927983,12,18,40,16,26,11,NA
118856,25,20,30,11,14,17,"MMP21"
7390,4132,3133,3296,3099,3059,3023,"UROS"
100616327,0,0,0,0,0,0,"MIR4484"
56647,11125,8173,8414,7916,7627,8408,"BCCIP"
55760,5252,4106,4351,3981,3941,4204,"DHX32"
92565,167,132,131,134,117,109,"FANK1"
101410540,0,0,0,0,0,0,"FANK1-AS1"
8038,1110,869,937,960,846,878,"ADAM12"
101101772,27,7,28,17,13,14,"LINC00601"
118611,47,42,27,23,35,23,"C10orf90"
1793,11434,9916,10449,9914,10064,10174,"DOCK1"
642938,12,11,20,10,5,12,"INSYN2A"
594857,0,0,0,0,0,0,"NPS"
399823,0,0,0,0,0,0,"FOXI2"
119467,3,2,5,2,7,2,"CLRN3"
5791,5687,4350,4818,4764,4651,4454,"PTPRE"
4288,47160,43596,50928,45089,46134,44441,"MKI67"
101927381,0,0,0,0,0,0,"LINC01163"
4255,42,43,36,41,45,42,"MGMT"
105378559,0,2,0,0,1,0,NA
253738,0,0,0,0,0,0,"EBF3"
100422873,0,0,0,0,0,0,"MIR4297"
387723,21,15,16,8,12,14,"C10orf143"
119437,57,29,48,34,50,30,NA
10539,10481,7773,7946,7380,7149,7778,"GLRX3"
101927435,0,0,0,0,0,0,NA
100422867,0,0,0,0,0,0,"MIR378C"
256536,1,2,0,0,2,0,"TCERG1L"
101927489,2,0,0,0,0,1,"TCERG1L-AS1"
399827,205,160,239,147,194,142,"LINC01164"
101929806,0,0,0,0,0,0,NA
55844,4676,3503,4040,3683,3710,3553,"PPP2R2D"
664,6226,4940,4965,4571,4430,4723,"BNIP3"
282973,20,24,18,11,13,24,"JAKMIP3"
10570,14,12,13,9,20,8,"DPYSL4"
282974,2344,1660,1756,1823,1849,1775,"STK32C"
80313,477,354,441,429,464,379,"LRRC27"
170394,712,496,499,497,493,461,"PWWP2B"
170393,37,27,26,32,24,32,NA
3632,3580,2660,2702,2641,2763,2765,"INPP5A"
84504,1,0,0,0,0,0,"NKX6-2"
54777,0,0,0,0,0,0,"CFAP46"
101927590,0,0,0,0,0,0,"LINC01166"
103695432,0,0,0,0,0,0,"LINC01167"
399829,0,0,0,0,0,0,"LINC01168"
84435,0,0,0,0,0,0,"ADGRA1"
100128127,0,0,0,0,0,0,NA
85442,1,1,3,4,3,2,"KNDC1"
8433,0,0,0,0,0,0,"UTF1"
27287,0,0,1,0,0,1,"VENTX"
101927671,0,0,0,0,0,1,"MIR202HG"
574448,0,0,0,0,0,0,"MIR202"
101,411,290,456,338,426,279,"ADAM8"
10844,9321,7073,7765,7181,7755,7370,"TUBGCP2"
118472,2749,1913,2045,1898,2009,1976,"ZNF511"
50632,3,1,4,7,4,3,"CALY"
118471,16,10,19,15,16,9,"PRAP1"
282969,953,713,764,716,738,684,"FUOM"
1892,15751,11646,12357,11518,11870,11956,"ECHS1"
100500911,1,3,2,2,5,1,"MIR3944"
196743,99,62,80,54,85,61,"PAOX"
92170,5396,4000,4675,4291,4437,4030,"MTG1"
503542,667,482,616,514,612,505,"SPRN"
619207,152,115,175,142,145,111,"SCART1"
1571,21,19,25,23,27,16,"CYP2E1"
93426,0,0,0,0,0,0,"SYCE1"
399833,1,0,3,1,3,1,NA
441581,0,1,0,0,0,0,"FRG2B"
100133161,3,4,2,2,5,4,NA
147199,0,0,0,0,0,0,"SCGB1C1"
113746,0,0,0,0,0,2,"ODF3"
51272,12242,9375,10145,9373,9508,9412,"BET1L"
